-7.46631 -231.354 1010 0.147009 -0.867694 -0.474865 0.000747685
328.565 -120.602 169.273 -0.339513 0.602091 0.722646 2.01205
181.038 -299.542 -785.482 -0.210033 -0.427028 0.879507 0.000607939
295.566 187.458 263.231 0.485258 -0.73304 -0.47663 0.000710405
-153.431 -314.577 -579.698 0.230167 -0.408881 0.883085 0.000565046
250.88 -244.048 -443.05 -0.759812 -0.391831 0.518801 4.76981e-08
-79.3011 -304.772 -1010 -0.212349 -0.308551 0.927202 0.000622549
8.82122 349.889 427.613 0.80967 -0.579452 0.0931135 6.73568e-09
311.481 -159.623 789.409 0.316147 0.743004 -0.589911 0.000970969
-346.658 48.2487 312.195 0.829741 -0.231938 0.507676 4.75105e-08
-170.423 -305.706 722.227 -0.295327 0.895187 -0.3338 8.6167e-09
-16.3205 25.509 1010 -0.782663 -0.0952732 -0.615112 1.46567
-227.366 266.092 428.397 0.948874 -0.315212 0.0167233 0.000235082
76.0788 341.631 103.153 0.389582 -0.918974 0.0609352 1.56381e-05
2.54978 -349.991 626.386 -0.494077 0.183247 -0.849887 0.000714885
-181.358 299.348 827.137 0.468996 0.724656 -0.504893 1.88214e-09
348.368 33.7637 -34.1321 -0.838183 -0.497301 0.223921 0.000562656
-226.68 266.677 500.561 0.796296 0.585121 -0.153449 0.00096306
-176.996 -301.948 931.876 -0.360041 0.783822 -0.505957 0.000698554
-326.739 125.466 -966.917 -0.336248 0.177146 0.924963 0.000786879
318.3 -145.551 430.52 -0.635309 0.741116 -0.217092 5.45947e-09
-163.599 309.411 -186.523 -0.504121 -0.823573 0.25998 0.000705596
-16.5997 -349.606 813.035 -0.00558096 0.335046 -0.942185 0.00091636
76.3984 341.56 766.576 -0.810659 0.547099 -0.208602 4.6866e-08
303.926 -173.577 -619.493 -0.0346821 0.495102 0.868142 1.19244
327.154 124.38 -630.774 0.880545 -0.062929 0.469767 0.000900153
-241.268 253.554 -112.632 0.760691 -0.455847 0.462118 2.16297e-08
-41.9623 -347.475 -12.2625 0.153402 0.674183 -0.722458 0.000522467
-54.1477 345.786 895.653 -0.038886 0.629251 -0.776229 6.93952e-09
-180.928 -299.608 587.441 -0.379816 -0.327217 -0.865256 0.000162291
-334.981 41.4332 -1010 -0.706346 -0.676703 0.207722 7.85544e-09
-170.907 305.436 -738.502 -0.12297 0.523098 0.843355 6.09913e-09
54.6992 -345.699 388.071 -0.411556 0.753834 0.512207 3.83442e-08
220.034 92.3538 1010 0.79826 -0.198662 -0.568608 0.000407899
71.4941 -342.62 948.206 -0.465981 -0.700171 -0.540945 0.000937989
-325.489 128.674 357.981 0.469174 -0.679109 -0.564523 0.000229619
78.5989 144.863 1010 0.211712 0.931965 -0.294311 0.000167615
-326.822 125.25 -909.427 -0.365302 -0.930712 0.0181217 0.000884412
348.019 -37.1893 646.565 0.362184 0.631833 -0.685281 0.000548466
-287.576 -199.499 437.752 -0.307837 0.342722 -0.887569 1.7499e-08
338.429 -89.253 -893.19 -0.012351 0.180888 0.983426 1.31648e-05
329.934 -116.806 569.517 -0.948111 0.283098 0.144708 1.12242
-57.9607 345.167 701.053 0.0110184 -0.516242 -0.856372 0.000658778
-147.096 85.303 1010 -0.584276 -0.542556 -0.603535 0.000821427
-253.797 241.012 110.988 0.380484 -0.686215 -0.619953 2.40218e-08
154.761 313.925 -353.277 -0.861292 0.197938 0.46797 4.05548e-08
-318.481 145.155 -216.951 0.696863 0.108137 0.709005 0.000781105
-254.837 103.633 -1010 0.882442 -0.46126 0.0923864 0.224632
345.401 56.5505 -164.431 -0.773349 0.627694 0.0890632 1.58056
-62.8147 -344.317 219.409 0.424589 0.782388 -0.455625 0.000871073
-334.831 -101.924 -684.758 0.412592 -0.0861509 0.906833 1.0691e-08
329.254 118.71 589.216 -0.634993 -0.580289 -0.50995 7.67878e-09
-348.714 -29.9805 -58.8194 -0.12013 0.894783 0.430037 3.0215e-08
-5.67429 -349.954 758.536 0.00119084 -0.481559 -0.876413 0.000367067
-133.226 323.652 635.413 0.256668 -0.907623 -0.332178 4.27956e-08
257.935 -236.579 745.623 0.348945 0.50607 -0.788753 0.000925757
-273.644 218.218 281.934 -0.213483 -0.838245 -0.501767 0.000608235
-348.799 28.973 -430.327 0.446511 -0.645652 0.619485 0.000701558
312.369 157.877 971.246 0.158397 -0.550054 -0.81997 1.02432e-08
-64.0217 -344.095 376.778 0.650754 0.718759 0.244753 1.45612e-08
349.822 11.1537 341.435 -0.320492 0.393212 -0.861783 3.65032e-08
-216.827 274.747 -256.435 0.164155 -0.709628 -0.685187 3.27119e-08
-277.202 -213.679 -467.39 -0.281167 -0.516386 0.808883 2.11315
278.296 212.252 469.021 -0.894104 0.272801 -0.355187 2.37269e-08
42.0919 285.016 -1010 0.607222 -0.385376 0.694814 9.09538e-09
-339.161 -86.4276 -821.078 0.854541 0.407878 -0.321551 7.65619e-09
3.29919 349.984 101.875 0.533561 -0.519974 -0.667037 0.000185114
-289.041 167.157 -1010 -0.897474 -0.395453 0.195338 1.05535
-52.9453 -126.719 1010 0.853688 0.485133 -0.189374 0.000475783
346.003 52.7472 -552.492 0.213837 -0.593039 0.776259 0.000501905
200.516 286.868 -952.498 -0.0268273 -0.870282 0.491822 1.90656
-258.919 235.502 843.283 0.551822 -0.790952 0.264363 0.00060673
-138.492 -321.434 608.274 -0.829266 -0.291793 -0.476629 2.31246
-131.859 -324.212 464.218 -0.865522 -0.222359 -0.448807 1.17135e-09
-160.94 -218.867 1010 -0.1302 0.981555 -0.139991 0.000433464
161.442 -310.542 621.894 0.224207 0.931171 -0.287493 0.000858444
-243.941 250.983 787.519 0.96484 -0.261664 -0.024805 1.55173
283.599 205.113 736.787 -0.948538 0.297942 -0.107268 2.05303e-09
97.0529 336.275 4.21742 0.945317 -0.325599 -0.0189989 1.15605
63.4404 -151.148 1010 -0.359221 0.831962 -0.422847 0.000736641
314.839 152.893 -175.987 -0.484362 -0.642208 0.594106 0.000395291
-20.9557 349.372 232.717 -0.31659 -0.762001 -0.564912 4.15608e-08
-28.5329 -0.913381 1010 -0.773023 -0.170987 -0.6109 2.96046e-09
-41.2896 -347.556 827.092 -0.886082 0.217569 -0.409294 0.000509607
198.23 -288.452 962.027 0.697484 0.559123 -0.448216 0.000617169
273.606 -218.265 885.584 -0.413001 0.8895 0.195498 5.97067e-05
-308.537 -165.242 -570.931 0.851709 0.426049 0.30508 3.12877e-08
-345.684 -51.684 1010 0.851054 -0.523812 0.0364542 0.000985999
332.969 107.851 -793.193 0.151119 -0.363395 0.919297 1.34045
323.251 134.196 -501.999 -0.34175 0.683097 0.645434 2.87012e-08
-241.381 253.447 -750.016 -0.705535 0.0774554 0.704429 2.19835
344.272 -63.0635 283.67 0.201339 -0.836146 -0.510218 0.000482326
329.766 -117.279 -84.4603 -0.723773 -0.0505808 -0.688182 4.86865e-08
313.425 -155.772 -347.541 0.182339 0.661113 0.727793 0.000659607
-3.84582 349.979 -297.522 -0.694475 -0.595039 0.404516 0.000868704
256.848 -237.759 -961.606 -0.829873 0.119855 0.544927 0.000842901
223.77 269.123 -166.657 0.0434415 -0.847471 -0.529061 3.58745e-08
333.806 -105.231 212.317 -0.637545 -0.688178 -0.346335 0.907433
252.6 242.267 -750.207 0.150626 -0.985896 -0.072937 3.18962e-09
